,Category,X,Y
1937350,MISSING PERSON,-122.37948370515743,37.73574191109514
1937353,ASSAULT,-122.40584147646177,37.78771909851773
1937378,"SEX OFFENSES, FORCIBLE",-122.40653911514815,37.75648641093089
1937383,BURGLARY,-122.39834098451377,37.78872959482664
1937387,EMBEZZLEMENT,-122.44019869842577,37.79943523142477
1937395,VANDALISM,-122.40411179488429,37.80207901632593
1937400,BURGLARY,-122.42365153032314,37.747957456625365
1937405,LARCENY/THEFT,-122.4221418623518,37.742227984221685
1937414,LARCENY/THEFT,-122.3957454729838,37.777699540521155
1937416,DRUG/NARCOTIC,-122.43007661728392,37.77024220416898
1937418,LARCENY/THEFT,-122.4027567810697,37.748110812281816
1937419,SUSPICIOUS OCC,-122.3942784376202,37.789924836161056
1937420,ASSAULT,-122.48487098368112,37.781037300558296
1937421,TRESPASS,-122.43457940638619,37.78456464409986
1937422,ASSAULT,-122.4218863579807,37.76491789094235
1937428,OTHER OFFENSES,-122.41967661614986,37.76585109774353
1937433,LARCENY/THEFT,-122.43948077224209,37.783308810084634
1937434,NON-CRIMINAL,-122.44796638663551,37.77800564948056
1937438,WARRANTS,-122.41860097462452,37.78026075111918
1937440,VANDALISM,-122.42840099581541,37.762492981929256
1937443,OTHER OFFENSES,-122.42127399875791,37.758500073361134
1937446,VANDALISM,-122.4221882614258,37.77269482368613
1937452,DRUG/NARCOTIC,-122.4210578548394,37.766598778147824
1937456,ROBBERY,-122.44101810888789,37.71645868308113
1937458,LARCENY/THEFT,-122.42962271471852,37.772155828498676
1937460,DRUG/NARCOTIC,-122.41316085096972,37.77745666118072
1937463,LARCENY/THEFT,-122.45956459533743,37.72469268937862
1937465,SECONDARY CODES,-122.39774442710336,37.729934693604356
1937466,OTHER OFFENSES,-122.41993011161095,37.78682620821561
1937469,DRUG/NARCOTIC,-122.4482661220248,37.76790911075838
1937471,LARCENY/THEFT,-122.43619734246555,37.78378829055737
1937474,ASSAULT,-122.41193299679699,37.7094546927289
1937481,LARCENY/THEFT,-122.38837987391929,37.78331040670147
1937484,VEHICLE THEFT,-122.46331160714958,37.75922029758928
1937485,NON-CRIMINAL,-122.41925789481355,37.77514629165388
1937489,SUSPICIOUS OCC,-122.40896907797601,37.75038122476247
1937490,NON-CRIMINAL,-122.4224066465627,37.758485018736884
1937492,OTHER OFFENSES,-122.45567852962364,37.723701739414565
1937495,SECONDARY CODES,-122.43042495533436,37.78071600849889
1937498,ASSAULT,-122.40806495821913,37.78690218196761
1937502,DRUG/NARCOTIC,-122.39277904770344,37.735038267504045
1937504,LARCENY/THEFT,-122.39322829072412,37.7919510439646
1937505,NON-CRIMINAL,-122.41852822642772,37.70948573196564
1937508,ROBBERY,-122.41699108964418,37.777074192256045
1937511,BURGLARY,-122.44112772098482,37.78297431030634
1937512,ASSAULT,-122.41259737718686,37.78393202772729
1937514,BURGLARY,-122.40193255712731,37.77360618829582
1937515,SUSPICIOUS OCC,-122.41967178029562,37.76505012146682
1937525,ASSAULT,-122.42173376776309,37.76329969459385
1937528,LARCENY/THEFT,-122.42377164008973,37.77683789284521
1937535,LARCENY/THEFT,-122.423637302048,37.764866665104286
1937536,OTHER OFFENSES,-122.39564860066713,37.7863785494975
1937549,ROBBERY,-122.4165834561333,37.77865915415081
1937550,NON-CRIMINAL,-122.41006578160419,37.77499067925927
1937555,SECONDARY CODES,-122.4012773767739,37.71378818675656
1937560,WARRANTS,-122.41936035276092,37.76183580123765
1937564,FRAUD,-122.3957454729838,37.777699540521155
1937565,WARRANTS,-122.41459383195362,37.785119983955276
1937570,VANDALISM,-122.46575578322759,37.77896295262435
1937575,BURGLARY,-122.43499478308868,37.76006971065671
1937581,OTHER OFFENSES,-122.40458753960355,37.78673168085327
1937582,VEHICLE THEFT,-122.39617125184772,37.784602760324475
1937583,WEAPON LAWS,-122.43906594495908,37.74427747668769
1937587,LARCENY/THEFT,-122.51033999219837,37.76400005979816
1937589,NON-CRIMINAL,-122.4056491758584,37.79896844209186
1937590,NON-CRIMINAL,-122.38837987391929,37.78331040670147
1937600,NON-CRIMINAL,-122.44236469625477,37.784875053081066
1937605,ASSAULT,-122.38890440663258,37.72669171703817
1937607,LARCENY/THEFT,-122.4076335207421,37.78418935014246
1937609,BURGLARY,-122.4370755607346,37.779868000391275
1937611,SUSPICIOUS OCC,-122.40926844144441,37.78379987236011
1937614,VANDALISM,-122.42127701611551,37.74763150025896
1937617,ASSAULT,-122.40920248785393,37.77689582101829
1937618,OTHER OFFENSES,-122.41753069697998,37.78331075399689
1937628,LARCENY/THEFT,-122.4482784053302,37.80427188789098
1937629,BURGLARY,-122.44080679667023,37.78179186998283
1937630,BURGLARY,-122.39470468043469,37.78386856332471
1937631,LARCENY/THEFT,-122.40525446302358,37.78925250405221
1937632,OTHER OFFENSES,-122.39352632601177,37.73735290039122
1937639,ASSAULT,-122.39632620441246,37.720562868802254
1937645,LARCENY/THEFT,-122.43300956477024,37.75142394120171
1937650,VANDALISM,-122.38435769837969,37.73249964372849
1937651,SECONDARY CODES,-122.42840099581541,37.762492981929256
1937652,ASSAULT,-122.49747973533434,37.76358940629972
1937654,WARRANTS,-122.43499478308868,37.76006971065671
1937658,OTHER OFFENSES,-122.42043129693407,37.793414634665375
1937665,LARCENY/THEFT,-122.45070991914436,37.76952622706932
1937666,OTHER OFFENSES,-122.43619734246555,37.78378829055737
1937670,OTHER OFFENSES,-122.41967661614986,37.76585109774353
1937675,VEHICLE THEFT,-122.39858693410321,37.799989307750394
1937678,MISSING PERSON,-122.41965834371042,37.76422056037451
1937682,NON-CRIMINAL,-122.43375356504367,37.76014451747962
1937683,NON-CRIMINAL,-122.41461968690632,37.785583058847045
1937684,PORNOGRAPHY/OBSCENE MAT,-122.40178708470906,37.77537350502582
1937686,OTHER OFFENSES,-122.4370755607346,37.779868000391275
1937703,LARCENY/THEFT,-122.4020051496545,37.80368709996301
1937704,ROBBERY,-122.40460855641615,37.77769952296332
1937707,LARCENY/THEFT,-122.40535937175287,37.78597747616253
1937710,WARRANTS,-122.38583567649916,37.739610593644365
1937715,VANDALISM,-122.39720193799316,37.75353512427617
1937718,NON-CRIMINAL,-122.43844861371564,37.77389810931098
1937722,ASSAULT,-122.40891322980788,37.781211650766274
1937726,DRUG/NARCOTIC,-122.41316085096972,37.77745666118072
1937727,BRIBERY,-122.45956459533743,37.72469268937862
1937735,LARCENY/THEFT,-122.40759109107344,37.78834011871014
1937736,"SEX OFFENSES, FORCIBLE",-122.40653911514815,37.75648641093089
1937739,OTHER OFFENSES,-122.42127399875791,37.758500073361134
1937742,WARRANTS,-122.43007661728392,37.77024220416898
1937745,ROBBERY,-122.40906569070556,37.77324809206503
1937748,OTHER OFFENSES,-122.40340479147905,37.775420706711
1937754,OTHER OFFENSES,-122.42271387681774,37.775244832582025
1937757,"SEX OFFENSES, FORCIBLE",-122.43157537122578,37.76967968423271
1937761,BURGLARY,-122.4060002184887,37.788540619272275
1937764,NON-CRIMINAL,-122.39607284965435,37.73697307873068
1937767,DRUG/NARCOTIC,-122.45567852962364,37.723701739414565
1937768,OTHER OFFENSES,-122.40458753960355,37.78673168085327
1937771,NON-CRIMINAL,-122.41405629189116,37.782793107100616
1937774,FRAUD,-122.41402982172715,37.7823291237659
1937779,NON-CRIMINAL,-122.41363125325846,37.784805374621094
1937783,ASSAULT,-122.40806495821913,37.78690218196761
1937784,LARCENY/THEFT,-122.44368609813982,37.79981545710939
1937790,NON-CRIMINAL,-122.45899014346712,37.71618926019461
1937792,LARCENY/THEFT,-122.40343408674543,37.78764305017998
1937799,SUSPICIOUS OCC,-122.43624845021273,37.78404842358696
1937802,TRESPASS,-122.4220421407785,37.78470229655685
1937809,OTHER OFFENSES,-122.41788544104195,37.785437847196754
1937811,SUSPICIOUS OCC,-122.40119192262344,37.76164282255193
1937813,MISSING PERSON,-122.41965834371042,37.76422056037451
1937819,OTHER OFFENSES,-122.38624233134544,37.72660567943315
1937820,WARRANTS,-122.41459383195362,37.785119983955276
1937824,OTHER OFFENSES,-122.41135663407935,37.77476323852711
1937826,NON-CRIMINAL,-122.44000661153083,37.721804883554725
1937833,LARCENY/THEFT,-122.39998111124002,37.777624238928716
1937835,DRUG/NARCOTIC,-122.41431785788087,37.77994440520465
1937836,OTHER OFFENSES,-122.41888729306456,37.75762172120293
1937839,OTHER OFFENSES,-122.41467771255894,37.739583266409724
1937842,SECONDARY CODES,-122.40920248785393,37.77689582101829
1937843,NON-CRIMINAL,-122.43515009981228,37.76175972435981
1937849,NON-CRIMINAL,-122.41895085106961,37.79906100009155
1937850,DRUG/NARCOTIC,-122.4205804401108,37.764996862293714
1937855,"SEX OFFENSES, FORCIBLE",-122.41753069697998,37.78331075399689
1937856,OTHER OFFENSES,-122.42508623168136,37.75262834430304
1937860,SUSPICIOUS OCC,-122.42142614299549,37.760101797052506
1937862,BURGLARY,-122.38837987391929,37.78331040670147
1937863,WEAPON LAWS,-122.43906594495908,37.74427747668769
1937865,BURGLARY,-122.43223649665217,37.74341684883625
1937870,OTHER OFFENSES,-122.40504699064968,37.792616896352975
1937875,OTHER OFFENSES,-122.42094803971935,37.76997927943881
1937877,LARCENY/THEFT,-122.41193389991469,37.786830730261066
1937880,FRAUD,-122.41936035276092,37.76183580123765
1937881,VANDALISM,-122.38890440663258,37.72669171703817
1937883,LARCENY/THEFT,-122.4267877360208,37.74570238021765
1937884,LARCENY/THEFT,-122.430635054089,37.749950620792596
1937886,NON-CRIMINAL,-122.42142614299549,37.760101797052506
1937888,OTHER OFFENSES,-122.4370755607346,37.779868000391275
1937889,NON-CRIMINAL,-122.4208941670978,37.74294538747145
1937894,VEHICLE THEFT,-122.39617125184772,37.784602760324475
1937898,LARCENY/THEFT,-122.44132767539713,37.77598749483547
1937902,NON-CRIMINAL,-122.36556542535305,37.80967070132394
1937907,SUSPICIOUS OCC,-122.41006578160419,37.77499067925927
1937921,SUSPICIOUS OCC,-122.40178708470906,37.77537350502582
1937922,OTHER OFFENSES,-122.38439687111921,37.7325070966122
1937923,WEAPON LAWS,-122.423159266469,37.748684884702115
1937927,NON-CRIMINAL,-122.40603020907436,37.79705855398941
1937928,LARCENY/THEFT,-122.43423466857372,37.7782613827626
1937935,LARCENY/THEFT,-122.40716304695442,37.77973763389907
1937940,LARCENY/THEFT,-122.39054800286542,37.72809966028758
1937941,NON-CRIMINAL,-122.4061943378557,37.79405611624578
1937943,VANDALISM,-122.45725465109186,37.72691408437127
1937947,NON-CRIMINAL,-122.4162690891533,37.753159016108334
1937951,LARCENY/THEFT,-122.3954856017816,37.766810894208454
1937953,ASSAULT,-122.48239280997005,37.71750323563671
1937957,NON-CRIMINAL,-122.42202013701305,37.767010470780036
1937958,LARCENY/THEFT,-122.40696880814673,37.79321819474421
1937959,ROBBERY,-122.40760480791347,37.75610978914744
1937962,VANDALISM,-122.44892212372196,37.7205913672907
1937974,ASSAULT,-122.41704429261387,37.78959527743222
1937975,OTHER OFFENSES,-122.41788544104195,37.785437847196754
1937976,LARCENY/THEFT,-122.42285771955805,37.805444041394416
1937980,NON-CRIMINAL,-122.41084562422678,37.79231587476473
1937985,VEHICLE THEFT,-122.40352846816376,37.764724092170475
1937987,VANDALISM,-122.41230118714311,37.763538294083865
1937990,OTHER OFFENSES,-122.48525926398008,37.773439313566044
1937999,BURGLARY,-122.42335692540308,37.76863575468463
1938010,SECONDARY CODES,-122.41363125325846,37.784805374621094
1938014,BURGLARY,-122.4250107999246,37.73087816539975
1938018,LARCENY/THEFT,-122.47705019612052,37.760740104806864
1938019,WARRANTS,-122.38583567649916,37.739610593644365
1938021,OTHER OFFENSES,-122.40340479147905,37.775420706711
1938022,LARCENY/THEFT,-122.42243554029358,37.7917625983936
1938023,NON-CRIMINAL,-122.38951764803555,37.77246824000607
1938025,VEHICLE THEFT,-122.40851803605852,37.74120990854832
1938030,VANDALISM,-122.40529484521451,37.7863072236365
1938040,OTHER OFFENSES,-122.40914009133978,37.73682350355258
1938043,DRUG/NARCOTIC,-122.45567852962364,37.723701739414565
1938050,OTHER OFFENSES,-122.40119192262344,37.76164282255193
1938051,BURGLARY,-122.47806721317455,37.76069798283868
1938054,ASSAULT,-122.41820851737336,37.755524488205964
1938055,LARCENY/THEFT,-122.41416651509331,37.808419917270975
1938066,NON-CRIMINAL,-122.46313295008396,37.74262209427464
1938068,FRAUD,-122.3921340622084,37.79169724929137
1938070,SECONDARY CODES,-122.3849261703327,37.72027859950948
1938071,NON-CRIMINAL,-122.42551098216532,37.737754768882674
1938079,VANDALISM,-122.39720193799316,37.75353512427617
1938080,ASSAULT,-122.40504699064968,37.792616896352975
1938081,VANDALISM,-122.42962271471852,37.772155828498676
1938082,LARCENY/THEFT,-122.42336742354328,37.75594749770712
1938086,LARCENY/THEFT,-122.43624845021273,37.78404842358696
1938087,VEHICLE THEFT,-122.46346253925236,37.71705029155772
1938088,FORGERY/COUNTERFEITING,-122.40655879541815,37.765178392770316
1938097,ASSAULT,-122.45567852962364,37.723701739414565
1938098,TRESPASS,-122.41508317779949,37.781652445717505
1938111,ASSAULT,-122.45529039466251,37.77092819062687
1938112,OTHER OFFENSES,-122.39352632601177,37.73735290039122
1938113,OTHER OFFENSES,-122.4370755607346,37.779868000391275
1938127,LARCENY/THEFT,-122.44238029266172,37.80189008967975
1938131,NON-CRIMINAL,-122.41316085096972,37.77745666118072
1938132,LARCENY/THEFT,-122.48208139932964,37.76514731740261
1938139,OTHER OFFENSES,-122.41449691099005,37.76954308872645
1938143,ASSAULT,-122.40987728293072,37.80805009690594
1938144,SUSPICIOUS OCC,-122.44183579012659,37.72333662330427
1938147,BURGLARY,-122.430635054089,37.749950620792596
1938148,BURGLARY,-122.39523769666764,37.78257107053111
1938149,DRUG/NARCOTIC,-122.4205804401108,37.764996862293714
1938151,OTHER OFFENSES,-122.42414686692507,37.763953010283025
1938162,ASSAULT,-122.454114133559,37.72345567621319
1938163,OTHER OFFENSES,-122.44000661153083,37.721804883554725
1938167,SUSPICIOUS OCC,-122.39070900486212,37.787749394648905
1938168,LARCENY/THEFT,-122.5055297959872,37.762253404038525
1938178,WEAPON LAWS,-122.3955653601414,37.7563302749024
1938180,FRAUD,-122.41788544104195,37.785437847196754
1938184,LARCENY/THEFT,-122.44592196191445,37.76917958965081
1938186,OTHER OFFENSES,-122.41424295590727,37.78372402544785
1938190,SECONDARY CODES,-122.40504699064968,37.792616896352975
1938198,LARCENY/THEFT,-122.39869911640743,37.798880026259866
1938200,VANDALISM,-122.3849261703327,37.72027859950948
1938204,ROBBERY,-122.40340479147905,37.775420706711
1938206,NON-CRIMINAL,-122.4129305220591,37.78383443741413
1938212,OTHER OFFENSES,-122.42094803971935,37.76997927943881
1938213,ROBBERY,-122.42423308244548,37.742236668262
1938216,NON-CRIMINAL,-122.43515009981228,37.76175972435981
1938218,WEAPON LAWS,-122.3955653601414,37.7563302749024
1938221,ASSAULT,-122.5065008177203,37.74537780709034
1938231,VANDALISM,-122.43042495533436,37.78071600849889
1938232,LARCENY/THEFT,-122.43007661728392,37.77024220416898
1938233,SUSPICIOUS OCC,-122.48487098368112,37.781037300558296
1938235,NON-CRIMINAL,-122.42174765046309,37.76274366011474
1938237,LARCENY/THEFT,-122.41798202113578,37.781285369564905
1938241,WARRANTS,-122.41437062749534,37.7740418385041
1938245,LARCENY/THEFT,-122.37488242033243,37.73143182964702
1938248,SUSPICIOUS OCC,-122.41967178029562,37.76505012146682
1938249,NON-CRIMINAL,-122.435637436721,37.76816943461751
1938250,ASSAULT,-122.40697950796265,37.739566960911
1938252,LARCENY/THEFT,-122.42040246368332,37.78916437677311
1938257,OTHER OFFENSES,-122.41007271358083,37.75352862619377
1938267,BURGLARY,-122.5055297959872,37.762253404038525
1938284,NON-CRIMINAL,-122.41981218623181,37.78660195127948
1938286,NON-CRIMINAL,-122.453612982064,37.721797777240155
1938292,ASSAULT,-122.41820851737336,37.755524488205964
1938296,OTHER OFFENSES,-122.41468332073084,37.758077443725156
1938304,NON-CRIMINAL,-122.4221882614258,37.77269482368613
1938307,NON-CRIMINAL,-122.40551971575256,37.789860619252316
1938311,ASSAULT,-122.40291718096228,37.7732011737995
1938313,LARCENY/THEFT,-122.42223253894255,37.75287163822542
1938315,ASSAULT,-122.423159266469,37.748684884702115
1938324,OTHER OFFENSES,-122.41993011161095,37.78682620821561
1938325,SUSPICIOUS OCC,-122.3925405094342,37.785830424006846
1938329,SUSPICIOUS OCC,-122.43426331017069,37.72549691495574
1938335,BURGLARY,-122.40999936188335,37.79188233555996
1938336,VANDALISM,-122.40168897580419,37.77545098793147
1938337,OTHER OFFENSES,-122.41753069697998,37.78331075399689
1938338,LARCENY/THEFT,-122.3921340622084,37.79169724929137
1938352,ROBBERY,-122.4080994366695,37.79539915621384
1938353,VANDALISM,-122.42840099581541,37.762492981929256
1938358,LARCENY/THEFT,-122.44675006464216,37.802836040355906
1938360,WARRANTS,-122.412054141237,37.781613640315825
1938362,WARRANTS,-122.45567852962364,37.723701739414565
1938365,OTHER OFFENSES,-122.39564860066713,37.7863785494975
1938366,LARCENY/THEFT,-122.44590427116928,37.77299537271736
1938368,NON-CRIMINAL,-122.40589536988726,37.78673421849833
1938371,OTHER OFFENSES,-122.41647203535891,37.76034537462913
1938376,LARCENY/THEFT,-122.40589536988726,37.78673421849833
1938380,BURGLARY,-122.41230118714311,37.763538294083865
1938382,LARCENY/THEFT,-122.41413964565236,37.758874126625976
1938383,LARCENY/THEFT,-122.46811749981516,37.73890001448449
1938403,FORGERY/COUNTERFEITING,-122.40806495821913,37.78690218196761
1938408,OTHER OFFENSES,-122.45529039466251,37.77092819062687
1938409,OTHER OFFENSES,-122.47942958979073,37.719884422636675
1938413,DRUG/NARCOTIC,-122.39277904770344,37.735038267504045
1938414,OTHER OFFENSES,-122.39352632601177,37.73735290039122
1938418,FRAUD,-122.38837987391929,37.78331040670147
1938421,OTHER OFFENSES,-122.39968874521385,37.749594844208296
1938424,NON-CRIMINAL,-122.48174400427132,37.73839505417856
1938427,OTHER OFFENSES,-122.49936759038694,37.75788729501643
1938431,"SEX OFFENSES, FORCIBLE",-122.44183579012659,37.72333662330427
1938435,OTHER OFFENSES,-122.41424295590727,37.78372402544785
1938437,LARCENY/THEFT,-122.40479942495092,37.79445253894807
1938438,SUSPICIOUS OCC,-122.4012773767739,37.71378818675656
1938444,ASSAULT,-122.41869832893869,37.77558941300509
1938445,OTHER OFFENSES,-122.41316085096972,37.77745666118072
1938448,VANDALISM,-122.39774442710336,37.729934693604356
1938449,OTHER OFFENSES,-122.41936629479694,37.78402804520321
1938459,FRAUD,-122.4058622146545,37.79791171050281
1938463,NON-CRIMINAL,-122.44470706345524,37.724930726793616
1938472,ASSAULT,-122.41006578160419,37.77499067925927
1938475,OTHER OFFENSES,-122.41860097462452,37.78026075111918
1938479,SUSPICIOUS OCC,-122.39800616209934,37.78650121177716
1938486,BURGLARY,-122.42414686692507,37.763953010283025
1938501,LARCENY/THEFT,-122.41135663407935,37.77476323852711
1938507,FRAUD,-122.40196643713124,37.753319035848925
1938510,WEAPON LAWS,-122.3955653601414,37.7563302749024
1938512,VANDALISM,-122.42021727334476,37.779151016009905
1938518,BURGLARY,-122.40977647931173,37.7810558831366
1938522,LARCENY/THEFT,-122.38837987391929,37.78331040670147
1938527,OTHER OFFENSES,-122.42426056137934,37.7664064445087
1938531,SUSPICIOUS OCC,-122.39732806673769,37.78512679460072
1938541,OTHER OFFENSES,-122.41273398580385,37.75264175557136
1938545,OTHER OFFENSES,-122.41935017322851,37.76101609120562
1938546,ASSAULT,-122.40091602902487,37.78545749029967
1938552,NON-CRIMINAL,-122.4111568543894,37.80597865288967
1938553,SECONDARY CODES,-122.42795148216587,37.77391358028186
1938556,BURGLARY,-122.39906687962367,37.752259473230346
1938558,BURGLARY,-122.4118462655492,37.731182310948256
1938562,ASSAULT,-122.46485011429701,37.76588754486527
1938564,ASSAULT,-122.41353209908415,37.77345468079316
1938568,NON-CRIMINAL,-122.40079994791405,37.77993386723193
1938572,LARCENY/THEFT,-122.41375689761601,37.760564445227935
1938577,NON-CRIMINAL,-122.44675720957457,37.75318451754621
1938579,STOLEN PROPERTY,-122.40291751501788,37.73613715602468
1938586,ASSAULT,-122.43644305449035,37.78084932476237
1938588,OTHER OFFENSES,-122.41935017322851,37.76101609120562
1938594,LARCENY/THEFT,-122.43254185645306,37.76269793326368
1938598,MISSING PERSON,-122.3967982296966,37.79592402505528
1938599,OTHER OFFENSES,-122.40561899802178,37.77850451909179
1938601,ASSAULT,-122.39256342688586,37.73687431394728
1938607,LARCENY/THEFT,-122.42881852672396,37.78086426524554
1938608,LARCENY/THEFT,-122.40705119049271,37.783263687033134
1938615,OTHER OFFENSES,-122.40031605728649,37.79009962736703
1938619,ASSAULT,-122.41891839021831,37.7859407304209
1938624,TRESPASS,-122.42240555639769,37.76956852749686
1938636,DISORDERLY CONDUCT,-122.41300167076305,37.776076311654954
1938641,DRUG/NARCOTIC,-122.4206398332116,37.76662481867819
1938642,NON-CRIMINAL,-122.43946908448167,37.77477705024965
1938645,NON-CRIMINAL,-122.42076293644745,37.76504034229579
1938658,OTHER OFFENSES,-122.40633841268496,37.75300428772233
1938660,FRAUD,-122.4361153020422,37.76082283966744
1938665,SECONDARY CODES,-122.4198145938115,37.76584272133717
1938677,DRUNKENNESS,-122.41553300799913,37.782137299784225
1938682,LARCENY/THEFT,-122.39556507718555,37.72615810971581
1938687,BURGLARY,-122.39891947759556,37.796953574467025
1938692,OTHER OFFENSES,-122.41967178029562,37.76505012146682
1938693,OTHER OFFENSES,-122.39362273934292,37.783079119147104
1938701,SUSPICIOUS OCC,-122.41197948749405,37.780903969675826
1938704,WARRANTS,-122.49157370263315,37.73400305672628
1938712,LARCENY/THEFT,-122.46535219909352,37.78191291932769
1938714,OTHER OFFENSES,-122.37685007634475,37.740193568432495
1938716,MISSING PERSON,-122.48510062151249,37.73828383469711
1938728,LARCENY/THEFT,-122.43487054364452,37.72458916090103
1938730,ASSAULT,-122.42695563170948,37.76924706320703
1938732,LARCENY/THEFT,-122.41827276864124,37.73103240380044
1938739,OTHER OFFENSES,-122.42094190608508,37.787596162201226
1938741,"SEX OFFENSES, FORCIBLE",-122.45242822039779,37.725717254655706
1938747,LARCENY/THEFT,-122.44675720957457,37.75318451754621
1938749,MISSING PERSON,-122.45283977238888,37.774514538085434
1938755,OTHER OFFENSES,-122.40033450691048,37.795013526442816
1938757,OTHER OFFENSES,-122.474686297304,37.77392280470167
1938761,NON-CRIMINAL,-122.474686297304,37.77392280470167
1938762,ASSAULT,-122.39207303501362,37.731262870544896
1938763,MISSING PERSON,-122.48510062151249,37.73828383469711
1938764,SUSPICIOUS OCC,-122.41986096194677,37.75536688285028
1938768,LARCENY/THEFT,-122.503413441778,37.74086879761267
1938772,NON-CRIMINAL,-122.47603983232901,37.73269059820681
1938782,VEHICLE THEFT,-122.43318074169615,37.765060076892524
1938794,ASSAULT,-122.42949035768122,37.761276012999275
1938795,OTHER OFFENSES,-122.41607528505143,37.78444966127913
1938802,LARCENY/THEFT,-122.51364206426544,37.77846921994672
1938803,LARCENY/THEFT,-122.40735450944344,37.79179263750292
1938807,VEHICLE THEFT,-122.43254185645306,37.76269793326368
1938808,BURGLARY,-122.4060002184887,37.788540619272275
1938810,SECONDARY CODES,-122.40196836177263,37.735613803478266
1938812,BURGLARY,-122.40749113059641,37.79177494101728
1938822,TRESPASS,-122.40091602902487,37.78545749029967
1938823,BURGLARY,-122.42365153032314,37.747957456625365
1938826,ASSAULT,-122.41353209908415,37.77345468079316
1938828,LARCENY/THEFT,-122.44693331097456,37.77000619883579
1938829,LARCENY/THEFT,-122.39164888421995,37.79200524507366
1938839,SUSPICIOUS OCC,-122.41766064034054,37.75550434200283
1938841,ASSAULT,-122.42795148216587,37.77391358028186
1938844,NON-CRIMINAL,-122.434457353955,37.76097660908455
1938845,ASSAULT,-122.41353209908415,37.77345468079316
1938850,OTHER OFFENSES,-122.39256342688586,37.73687431394728
1938851,VEHICLE THEFT,-122.39601015438394,37.74726229220654
1938857,OTHER OFFENSES,-122.49092650708315,37.7601312851484
1938862,LARCENY/THEFT,-122.41750858668672,37.75390261218672
1938863,SUSPICIOUS OCC,-122.41938592708568,37.762833092679465
1938865,OTHER OFFENSES,-122.44724988678308,37.71060075567267
1938866,ROBBERY,-122.42293562744214,37.78076856109504
1938873,OTHER OFFENSES,-122.40920248785393,37.77689582101829
1938875,BURGLARY,-122.42293562744214,37.78076856109504
1938885,NON-CRIMINAL,-122.4230948482522,37.709294472103245
1938894,MISSING PERSON,-122.40737646393556,37.77998926199857
1938896,SUSPICIOUS OCC,-122.40340479147905,37.775420706711
1938899,SECONDARY CODES,-122.41891839021831,37.7859407304209
1938901,ROBBERY,-122.41508872104643,37.7836719564372
1938907,ROBBERY,-122.47564746078615,37.72852806274646
1938909,DRUG/NARCOTIC,-122.4206398332116,37.76662481867819
1938912,VEHICLE THEFT,-122.45113552773722,37.72987249563661
1938919,SECONDARY CODES,-122.41443315506254,37.78465763292555
1938926,ASSAULT,-122.41553300799913,37.782137299784225
1938937,ASSAULT,-122.39072998508229,37.731038691099435
1938940,LARCENY/THEFT,-122.41799927869069,37.785640752664364
1938941,LARCENY/THEFT,-122.43263964038808,37.75942400918819
1938947,ASSAULT,-122.40705119049271,37.783263687033134
1938954,OTHER OFFENSES,-122.44550661065244,37.77065832734817
1938955,DRUG/NARCOTIC,-122.41474383538244,37.778719262789004
1938972,BURGLARY,-122.43928377629857,37.718913619485114
1938974,SECONDARY CODES,-122.39072998508229,37.731038691099435
1938979,ASSAULT,-122.42327615996813,37.75993436006787
1938981,ASSAULT,-122.40291751501788,37.73613715602468
1938984,OTHER OFFENSES,-122.41367937688835,37.78092583368524
1938988,NON-CRIMINAL,-122.40133080950424,37.70860421708965
1938989,WARRANTS,-122.43232973238571,37.78142921954086
1938993,SUSPICIOUS OCC,-122.4051507293503,37.78175098615835
1938994,LARCENY/THEFT,-122.41574012798378,37.77713096902328
1938998,LARCENY/THEFT,-122.40842111692216,37.7835699386918
1939001,OTHER OFFENSES,-122.41665048206421,37.80816605335633
1939005,LARCENY/THEFT,-122.41733903177202,37.76436607228286
1939011,ROBBERY,-122.43409584145321,37.716923394693104
1939012,ROBBERY,-122.42695563170948,37.76924706320703
1939014,LARCENY/THEFT,-122.43719315237256,37.76075843116929
1939017,ASSAULT,-122.4198145938115,37.76584272133717
1939018,OTHER OFFENSES,-122.47384254375156,37.73944934141933
1939026,WEAPON LAWS,-122.43644305449035,37.78084932476237
1939027,LARCENY/THEFT,-122.4085207918145,37.778585315580074
1939030,MISSING PERSON,-122.39207303501362,37.731262870544896
1939032,SUSPICIOUS OCC,-122.41607528505143,37.78444966127913
1939033,ASSAULT,-122.42173850847587,37.76409722290243
1939039,SECONDARY CODES,-122.44443220795378,37.77463542236274
1939040,OTHER OFFENSES,-122.41588506578766,37.783516056415294
1939043,VANDALISM,-122.40529484521451,37.7863072236365
1939061,OTHER OFFENSES,-122.43622563855699,37.79271679316616
1939068,OTHER OFFENSES,-122.46388023992964,37.7744766269335
1939077,DRUNKENNESS,-122.41766064034054,37.75550434200283
1939082,BURGLARY,-122.46388023992964,37.7744766269335
1939089,MISSING PERSON,-122.40737646393556,37.77998926199857
1939098,NON-CRIMINAL,-122.39410262452486,37.7763827130285
1939103,NON-CRIMINAL,-122.44712504568643,37.72103059142018
1939105,MISSING PERSON,-122.44443220795378,37.77463542236274
1939106,VANDALISM,-122.41082093944748,37.79183345972322
1939110,ASSAULT,-122.45757630260944,37.71401091019745
1939112,VEHICLE THEFT,-122.50109707511184,37.735204195806716
1939131,NON-CRIMINAL,-122.44589358121208,37.780124287805634
